Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Reading Behavior and Comprehension of C++ Source Code - A Classroom Study";"Augmented Cognition";"";"";"";"10.1007/978-3-030-22419-6_43";"Jonathan A. SaddlerCole S. PetersonPatrick PeachockBonita Sharif";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22419-6_43";"Chapter"
"Reading-Life Log as a New Paradigm of Utilizing Character and Document Media";"Human-Harmonized Information Technology, Volume 2";"";"";"";"10.1007/978-4-431-56535-2_7";"Koichi KiseShinichiro OmachiSeiichi UchidaMasakazu IwamuraMasahiko InamiKai Kunze";"2017";"http://link.springer.com/chapter/10.1007/978-4-431-56535-2_7";"Chapter"
"Real Emotions for Simulated Social Networks";"Computational Social Networks";"";"";"";"10.1007/978-1-4471-4048-1_16";"Pietro CipressoLuigi SellittiNadia El AssawyFederica GalliAnna BalgeraJean Marie DembeleMarco VillamiraGiuseppe Riva";"2012";"http://link.springer.com/chapter/10.1007/978-1-4471-4048-1_16";"Chapter"
"Real Time Assessment of Cognitive State: Research and Implementation Challenges";"Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience";"";"";"";"10.1007/978-3-319-39952-2_12";"Michael C. TrumboMikaela L. ArmentaMichael J. HaassKarin M. ButlerAaron P. JonesCharles S. H. Robinson";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39952-2_12";"Chapter"
"Real-Time Algorithms Optimization Based on a Gaze-Point Position";"Advances in Visual Computing";"";"";"";"10.1007/978-3-642-33191-6_74";"Anna Tomaszewska";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-33191-6_74";"Chapter"
"Real-Time Business Process Model Tailoring: The Effect of Domain Knowledge on Reading Strategy";"On the Move to Meaningful Internet Systems. OTM 2017 Workshops";"";"";"";"10.1007/978-3-319-73805-5_30";"Sven Vermeulen";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-73805-5_30";"Chapter"
"Real-Time Gaze Estimation Using a Kinect and a HD Webcam";"MultiMedia Modeling";"";"";"";"10.1007/978-3-319-04114-8_43";"Yingbo LiDavid S. MonaghanNoel E. O’Connor";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-04114-8_43";"Chapter"
"Real-life Activity Recognition – Focus on Recognizing Reading Activities";"Camera-Based Document Analysis and Recognition";"";"";"";"10.1007/978-3-319-05167-3_14";"Kai Kunze";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-05167-3_14";"Chapter"
"Real-time Brain Assessment for Adaptive Virtual Reality Game : A Neurofeedback Approach";"Brain Function Assessment in Learning";"";"";"";"10.1007/978-3-319-67615-9_12";"Hamdi Ben AbdessalemClaude Frasson";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-67615-9_12";"Chapter"
"Real-time eye-gaze estimation using a low-resolution webcam";"Multimedia Tools and Applications";"";"65";"3";"10.1007/s11042-012-1202-1";"Yu-Tzu LinRuei-Yan LinYu-Chih LinGreg C. Lee";"2013";"http://link.springer.com/article/10.1007/s11042-012-1202-1";"Article"
"Real-time saliency-aware video abstraction";"The Visual Computer";"";"25";"11";"10.1007/s00371-008-0308-y";"Hanli ZhaoXiaoyang MaoXiaogang JinJianbing ShenFeifei WeiJieqing Feng";"2009";"http://link.springer.com/article/10.1007/s00371-008-0308-y";"Article"
"RealTourist – A Study of Augmenting Human-Human and Human-Computer Dialogue with Eye-Gaze Overlay";"Human-Computer Interaction - INTERACT 2005";"";"";"";"10.1007/11555261_61";"Pernilla QvarfordtDavid BeymerShumin Zhai";"2005";"http://link.springer.com/chapter/10.1007/11555261_61";"Chapter"
"Recognition of Human’s Implicit Intention Based on an Eyeball Movement Pattern Analysis";"Neural Information Processing";"";"";"";"10.1007/978-3-642-24955-6_17";"Young-Min JangSangil LeeRammohan MallipeddiHo-Wan KwakMinho Lee";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-24955-6_17";"Chapter"
"Recognizing Cognitive Activities Through Eye Tracking";"Understanding the Brain Function and Emotions";"";"";"";"10.1007/978-3-030-19591-5_30";"Sara MoraledaJavier de Lope AsiainManuel Graña";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-19591-5_30";"Chapter"
"Recognizing Visual Attention Allocation Patterns Using Gaze Behaviors";"Social Computing";"";"";"";"10.1007/978-981-10-2053-7_49";"Cheng WuFeng XieChangsheng Yan";"2016";"http://link.springer.com/chapter/10.1007/978-981-10-2053-7_49";"Chapter"
"Recursive Function Definition for Types with Binders";"Theorem Proving in Higher Order Logics";"";"";"";"10.1007/978-3-540-30142-4_18";"Michael Norrish";"2004";"http://link.springer.com/chapter/10.1007/978-3-540-30142-4_18";"Chapter"
"Reduction Strings: A Representation of Symbolic Hierarchical Graphs Suitable for Learning";"Graph-Based Representations in Pattern Recognition";"";"";"";"10.1007/978-3-540-31988-7_9";"Mickaël MelkiJean-Michel Jolion";"2005";"http://link.springer.com/chapter/10.1007/978-3-540-31988-7_9";"Chapter"
"Relating full abstraction results for different programming languages";"Foundations of Software Technology and Theoretical Computer Science";"";"";"";"10.1007/3-540-53487-3_58";"Kurt Sieber";"1990";"http://link.springer.com/chapter/10.1007/3-540-53487-3_58";"Chapter"
"Relevance of Interest Points for Eye Position Prediction on Videos";"Computer Vision Systems";"";"";"";"10.1007/978-3-642-04667-4_33";"Alain Simac-LejeuneSophie MaratDenis PellerinPatrick LambertMichèle RombautNathalie Guyader";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-04667-4_33";"Chapter"
"Remote Evaluation of Mobile Applications";"Task Models and Diagrams for User Interface Design";"";"";"";"10.1007/978-3-540-77222-4_13";"Fabio PaternòAndrea RussinoCarmen Santoro";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-77222-4_13";"Chapter"
"Remote Usability Evaluation: Discussion of a General Framework and Experiences from Research with a Specific Tool";"Maturing Usability";"";"";"";"10.1007/978-1-84628-941-5_9";"Fabio PaternòCarmen Santoro";"2008";"http://link.springer.com/chapter/10.1007/978-1-84628-941-5_9";"Chapter"
"Remote Web Usability Evaluation Exploiting Multimodal Information on User Behavior";"Computer-Aided Design of User Interfaces V";"";"";"";"10.1007/978-1-4020-5820-2_24";"Fabio PaternòAngela PiruzzaCarmen Santoro";"2007";"http://link.springer.com/chapter/10.1007/978-1-4020-5820-2_24";"Chapter"
"Remote-Evaluation of User Interaction with WebGIS";"Web and Wireless Geographical Information Systems";"";"";"";"10.1007/978-3-642-19173-2_15";"Jens IngensandFrançois Golay";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-19173-2_15";"Chapter"
"Research Considerations and Tools for Evaluating Human-Automation Interaction with Future Unmanned Systems";"Autonomy and Artificial Intelligence: A Threat or Savior?";"";"";"";"10.1007/978-3-319-59719-5_7";"Ciara SibleyJoseph CoyneSarah Sherwood";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-59719-5_7";"Chapter"
"Research in Multimedia and Multimodal Parsing and Generation";"Integration of Natural Language and Vision Processing";"";"";"";"10.1007/978-94-011-0445-6_6";"Mark T. Maybury";"1995";"http://link.springer.com/chapter/10.1007/978-94-011-0445-6_6";"Chapter"
"Research in multimedia and multimodal parsing and generation";"Artificial Intelligence Review";"";"9";"2 - 3";"10.1007/BF00849175";"Mark T. Maybury";"1995";"http://link.springer.com/article/10.1007/BF00849175";"Article"
"Research of Human-Machine Interface Evaluation Based on Cogtool";"Human Interface and the Management of Information. Visual Information and Knowledge Management";"";"";"";"10.1007/978-3-030-22660-2_27";"Lu WangQing XueJia HaoHongyan Yu";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22660-2_27";"Chapter"
"Research on Application of Gesture Recognition Technology in Traditional Puppet Show";"Design, User Experience, and Usability: Designing Interactions";"";"";"";"10.1007/978-3-319-91803-7_38";"Mu ZhangZhanjun Dong";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91803-7_38";"Chapter"
"Research on Efficiency of Visual Search of Users About Different Forms of Prompts of Text Entry Fields";"Advances in Usability and User Experience";"";"";"";"10.1007/978-3-319-60492-3_34";"Linghua RanXin ZhangHong LuoLing LuoHuimin HuChaoyi Zhao";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-60492-3_34";"Chapter"
"Research on Evaluation Model of Social Game Advertising Effect Based on Eye Movement Experiment";"HCI International 2019 - Posters";"";"";"";"10.1007/978-3-030-23528-4_11";"Han WangRongrong Fu";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23528-4_11";"Chapter"
"Research on Evaluation of Product Image Design Elements Based on Eye Movement Signal";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-030-22507-0_17";"Wenjin YangJianning SuKai QiuXinxin ZhangShutao Zhang";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22507-0_17";"Chapter"
"Research on Interactive Design of Vehicle Information Interface for Old People Based on Visual Characteristics";"HCI International 2018 – Posters' Extended Abstracts";"";"";"";"10.1007/978-3-319-92279-9_23";"Ya-jun LiHong Zhu";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-92279-9_23";"Chapter"
"Research on Kansei Engineering System Establishment for Elderly Product Design";"Human-Computer Interaction. Perspectives on Design";"";"";"";"10.1007/978-3-030-22646-6_36";"Min Shi";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22646-6_36";"Chapter"
"Research on Multiple Tactile Induction of Human-Computer Interaction";"Design, User Experience, and Usability. User Experience in Advanced Technological Environments";"";"";"";"10.1007/978-3-030-23541-3_17";"Yang-shuo ZhengShi-chao He";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23541-3_17";"Chapter"
"Research on Visualized Design for Role-Based Online Learning Analytics";"Current Developments in Web Based Learning";"";"";"";"10.1007/978-3-319-32865-2_19";"Lamei WangJun XiaoYuanyi QiYe Yu";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-32865-2_19";"Chapter"
"Research on learning progress tracking of multimedia port user based on improved CamShift algorithm";"Multimedia Tools and Applications";"";"";"";"10.1007/s11042-019-07761-4";"Hao-peng SunXiaolong Wen";"2019";"http://link.springer.com/article/10.1007/s11042-019-07761-4";"Article"
"Research on the Application of Eye Movement Human-Computer Interaction in Jewelry Design";"HCI International 2019 - Posters";"";"";"";"10.1007/978-3-030-23522-2_15";"Chao YuJian Shi";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23522-2_15";"Chapter"
"Research on the Impact of Menu Structure of Smart Phones on Dual Task Performance";"Cross-Cultural Design";"";"";"";"10.1007/978-3-319-40093-8_47";"Huining XingHua QinDingding Wang";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40093-8_47";"Chapter"
"Research on the Relationship Between Online Merchandise Display and Consumer Shopping Behavior";"Cross-Cultural Design. Methods, Tools and User Experience";"";"";"";"10.1007/978-3-030-22577-3_30";"Yanyun WangLinong Dai";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22577-3_30";"Chapter"
"Responses during Facial Emotional Expression Recognition Tasks Using Virtual Reality and Static IAPS Pictures for Adults with Schizophrenia";"Virtual, Augmented and Mixed Reality. Applications of Virtual and Augmented Reality";"";"";"";"10.1007/978-3-319-07464-1_21";"Esubalew BekeleDayi BianZhi ZhengJoel PetermanSohee ParkNilanjan Sarkar";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07464-1_21";"Chapter"
"Restricted Focus Viewer: A Tool for Tracking Visual Attention";"Theory and Application of Diagrams";"";"";"";"10.1007/3-540-44590-0_17";"Alan F. BlackwellAnthony R. JansenKim Marriott";"2000";"http://link.springer.com/chapter/10.1007/3-540-44590-0_17";"Chapter"
"Revealing User Confidence in Machine Learning-Based Decision Making";"Human and Machine Learning";"";"";"";"10.1007/978-3-319-90403-0_11";"Jianlong ZhouKun YuFang Chen";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-90403-0_11";"Chapter"
"Reverse Engineering the Visual System Via Genetic Programs";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-540-73216-7_22";"Diglio A. Simoni";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73216-7_22";"Chapter"
"Robot Navigation by Eye Pointing";"Entertainment Computing - ICEC 2005";"";"";"";"10.1007/11558651_26";"Ikuhisa MitsugamiNorimichi UkitaMasatsugu Kidode";"2005";"http://link.springer.com/chapter/10.1007/11558651_26";"Chapter"
"Robust Recognition of Reading Activity in Transit Using Wearable Electrooculography";"Pervasive Computing";"";"";"";"10.1007/978-3-540-79576-6_2";"Andreas BullingJamie A. WardHans GellersenGerhard Tröster";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-79576-6_2";"Chapter"
"Role of Gestalt Principles in Selecting Attention Areas for Object Recognition";"Neural Information Processing";"";"";"";"10.1007/978-3-642-42054-2_12";"Jixiang ShenAmitash OjhaMinho Lee";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-42054-2_12";"Chapter"
"Role of Naive Ontology in Search and Learn Processes for Domain Novices";"Digital Libraries: Achievements, Challenges and Opportunities";"";"";"";"10.1007/11931584_41";"Makiko MiwaNoriko Kando";"2006";"http://link.springer.com/chapter/10.1007/11931584_41";"Chapter"
"Rough Set Data Mining Algorithms and Pursuit Eye Movement Measurements Help to Predict Symptom Development in Parkinson’s Disease";"Intelligent Information and Database Systems";"";"";"";"10.1007/978-3-319-75420-8_41";"Albert ŚledzianowskiArtur SzymańskiStanisław SzlufikDariusz Koziorowski";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-75420-8_41";"Chapter"
"Route Guidance Modality for Elder Driver Navigation";"Pervasive Computing";"";"";"";"10.1007/978-3-642-31205-2_12";"SeungJun KimJin-Hyuk HongKevin A. LiJodi ForlizziAnind K. Dey";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-31205-2_12";"Chapter"
"SAT Reading Analysis Using Eye-Gaze Tracking Technology and Machine Learning";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-319-91464-0_36";"Andrew HowePhong Nguyen";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91464-0_36";"Chapter"
"SEQUENCE: a remote control technique to select objects by matching their rhythm";"Personal and Ubiquitous Computing";"";"22";"4";"10.1007/s00779-018-1129-2";"Alessio Bellino";"2018";"http://link.springer.com/article/10.1007/s00779-018-1129-2";"Article"
"SERPs and Ads on Mobile Devices: An Eye Tracking Study for Generation Y";"Universal Access in Human-Computer Interaction. User and Context Diversity";"";"";"";"10.1007/978-3-642-39191-0_29";"Soussan DjamasbiAdrienne Hall-PhillipsRuijiao (Rachel) Yang";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39191-0_29";"Chapter"
"SMILI☺: a Framework for Interfaces to Learning Data in Open Learner Models, Learning Analytics and Related Fields";"International Journal of Artificial Intelligence in Education";"";"26";"1";"10.1007/s40593-015-0090-8";"Susan BullJudy Kay";"2016";"http://link.springer.com/article/10.1007/s40593-015-0090-8";"Article"
"SPOSS: Secure Pin-Based-Authentication Obviating Shoulder Surfing";"Information Systems Security";"";"";"";"10.1007/978-3-319-49806-5_4";"Ankit MaheshwariSamrat Mondal";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-49806-5_4";"Chapter"
"Saliency Detection in 360 $$^\circ $$ ideos";"Computer Vision – ECCV 2018";"";"";"";"10.1007/978-3-030-01234-2_30";"Ziheng ZhangYanyu XuJingyi YuShenghua Gao";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01234-2_30";"Chapter"
"Saliency Prediction for Action Recognition";"Visual Content Indexing and Retrieval with Psycho-Visual Models";"";"";"";"10.1007/978-3-319-57687-9_5";"Michael DorrEleonora Vig";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57687-9_5";"Chapter"
"Saliency Prediction for Visual Regions of Interest with Applications in Advertising";"Video Analytics. Face and Facial Expression Recognition and Audience Measurement";"";"";"";"10.1007/978-3-319-56687-0_5";"Shailee JainS. Sowmya Kamath";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-56687-0_5";"Chapter"
"Saliency Preservation in Low-Resolution Grayscale Images";"Computer Vision – ECCV 2018";"";"";"";"10.1007/978-3-030-01231-1_15";"Shivanthan YohanandanAndy SongAdrian G. DyerDacheng Tao";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01231-1_15";"Chapter"
"Saliency detection from one time sampling for eye fixation prediction";"Multimedia Tools and Applications";"";"77";"1";"10.1007/s11042-016-4248-7";"He TangChuanbo ChenXiaobing Pei";"2018";"http://link.springer.com/article/10.1007/s11042-016-4248-7";"Article"
"Saliency in Crowd";"Computer Vision – ECCV 2014";"";"";"";"10.1007/978-3-319-10584-0_2";"Ming JiangJuan XuQi Zhao";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-10584-0_2";"Chapter"
"Saliency-based framework for facial expression recognition";"Frontiers of Computer Science";"";"13";"1";"10.1007/s11704-017-6114-9";"Rizwan Ahmed KhanAlexandre MeyerHubert KonikSaida Bouakaz";"2019";"http://link.springer.com/article/10.1007/s11704-017-6114-9";"Article"
"Salient Objects in Clutter: Bringing Salient Object Detection to the Foreground";"Computer Vision – ECCV 2018";"";"";"";"10.1007/978-3-030-01267-0_12";"Deng-Ping FanMing-Ming ChengJiang-Jiang LiuShang-Hua GaoQibin HouAli Borji";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01267-0_12";"Chapter"
"Scalable Mind-Wandering Detection for MOOCs: A Webcam-Based Approach";"Data Driven Approaches in Digital Education";"";"";"";"10.1007/978-3-319-66610-5_24";"Yue ZhaoChristoph LofiClaudia Hauff";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-66610-5_24";"Chapter"
"Scanpath Complexity: Modeling Reading/Annotation Effort Using Gaze Information";"Cognitively Inspired Natural Language Processing";"";"";"";"10.1007/978-981-13-1516-9_4";"Abhijit MishraPushpak Bhattacharyya";"2018";"http://link.springer.com/chapter/10.1007/978-981-13-1516-9_4";"Chapter"
"Scenarizing CADastre Exquisse: A Crossover between Snoezeling in Hospitals/Domes, and Authoring/Experiencing Soundful Comic Strips";"MultiMedia Modeling";"";"";"";"10.1007/978-3-319-04117-9_3";"Cédric SabatoAurélien GiraudetVirginie DelattreYves DesnosChristian FrissonRudi GiotWilly YvartFrançois RoccaStéphane DupontGuy Vandem BemdenSylvie Leleu-MervielThierry Dutoit";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-04117-9_3";"Chapter"
"Screen or Tabletop: An Eye-Tracking Study of the Effect of Representation Location in a Tangible User Interface System";"Design for Teaching and Learning in a Networked World";"";"";"";"10.1007/978-3-319-24258-3_42";"Mina Shirvani BoroujeniSébastien CuendetLorenzo LucignanoBeat Adrian SchwendimannPierre Dillenbourg";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24258-3_42";"Chapter"
"Screen recording segmentation to scenes for eye-tracking analysis";"Multimedia Tools and Applications";"";"78";"2";"10.1007/s11042-018-6369-7";"Jakub SimkoJakub Vrba";"2019";"http://link.springer.com/article/10.1007/s11042-018-6369-7";"Article"
"Search Results Pages and Competition for Attention Theory: An Exploratory Eye-Tracking Study";"Human Interface and the Management of Information. Information and Interaction Design";"";"";"";"10.1007/978-3-642-39209-2_64";"Soussan DjamasbiAdrienne Hall-PhillipsRuijiao (Rachel) Yang";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39209-2_64";"Chapter"
"Search Success Evaluation with Translation Model";"Information Retrieval Technology";"";"";"";"10.1007/978-3-319-48051-0_19";"Cheng LuoYiqun LiuMin ZhangShaoping Ma";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-48051-0_19";"Chapter"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-642-39112-5_116";"Janice D. GobertErmal TotoMichael BrighamMichael Sao Pedro";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39112-5_116";"Chapter"
"Seeing Through the Eyes of Heavy Vehicle Operators";"Human-Computer Interaction - INTERACT 2017";"";"";"";"10.1007/978-3-319-67684-5_16";"Markus Wallmyr";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-67684-5_16";"Chapter"
"Segmentation-Based Salient Object Detection";"Computer Vision";"";"";"";"10.1007/978-3-662-48558-3_10";"Kai-Fu YangXin GaoJu-Rong ZhaoYong-Jie Li";"2015";"http://link.springer.com/chapter/10.1007/978-3-662-48558-3_10";"Chapter"
"Select & Apply: understanding how users act upon objects across devices";"Personal and Ubiquitous Computing";"";"19";"5 - 6";"10.1007/s00779-015-0836-1";"Adalberto L. SimeoneMing Ki ChongCorina SasHans Gellersen";"2015";"http://link.springer.com/article/10.1007/s00779-015-0836-1";"Article"
"Selecting Fiction in Library Catalogs: A Gaze Tracking Study";"Research and Advanced Technology for Digital Libraries";"";"";"";"10.1007/978-3-642-40501-3_8";"Janna PöntinenPertti Vakkari";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-40501-3_8";"Chapter"
"Selecting Important Features Related to Efficacy of Mobile Advertisements";"Intelligent Information and Database Systems";"";"";"";"10.1007/978-3-319-54472-4_68";"Goutam ChakrabortyL. C. ChengL. S. ChenCedric Bornand";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-54472-4_68";"Chapter"
"Selection and Implementation of Navigation and Information Search Strategies in Bank Web Sites: Turkish Case";"Design, User Experience, and Usability. Web, Mobile, and Product Design";"";"";"";"10.1007/978-3-642-39253-5_31";"Özgürol ÖztürkKerem Rızvanoğlu";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39253-5_31";"Chapter"
"Semantic and Structural Constraints on the Resolution of Ambiguous Personal Pronouns - A Psycholinguistic Study";"Anaphora Processing and Applications";"";"";"";"10.1007/978-3-642-25917-3_14";"Miriam EllertAnke Holler";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-25917-3_14";"Chapter"
"Semantic content of motorcycle riders’ eye fixations during lane-splitting";"Cognition, Technology & Work";"";"";"";"10.1007/s10111-019-00572-5";"Vassilis PapakostopoulosDimitris NathanaelLoizos Psarakis";"2019";"http://link.springer.com/article/10.1007/s10111-019-00572-5";"Article"
"Semi-automatic Training of an Object Recognition System in Scene Camera Data Using Gaze Tracking and Accelerometers";"Computer Vision Systems";"";"";"";"10.1007/978-3-319-68345-4_16";"Matteo CognolatoMara GrazianiFrancesca GiordanielloGianluca SaettaFranco BassettoPeter BruggerBarbara CaputoHenning MüllerManfredo Atzori";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-68345-4_16";"Chapter"
"Semistructured Data Search Evaluation";"Bridging Between Information Retrieval and Databases";"";"";"";"10.1007/978-3-642-54798-0_7";"Ralf Schenkel";"2014";"http://link.springer.com/chapter/10.1007/978-3-642-54798-0_7";"Chapter"
"Sensing and Assessing Cognitive Workload Across Multiple Tasks";"Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience";"";"";"";"10.1007/978-3-319-39955-3_41";"Matthias D. ZieglerAmanda KraftMichael KreinLi-Chuan LoBradley HatfieldWilliam CasebeerBartlett Russell";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39955-3_41";"Chapter"
"Sensing and Controlling Human Gaze in Daily Living Space for Human-Harmonized Information Environments";"Human-Harmonized Information Technology, Volume 1";"";"";"";"10.1007/978-4-431-55867-5_8";"Yoichi SatoYusuke SuganoAkihiro SugimotoYoshinori KunoHideki Koike";"2016";"http://link.springer.com/chapter/10.1007/978-4-431-55867-5_8";"Chapter"
"Sensory Augmentation: Toward a Dialogue Between the Arts and Sciences";"Interactivity, Game Creation, Design, Learning, and Innovation";"";"";"";"10.1007/978-3-319-76908-0_21";"Alwin de RooijMichel van DartelAntal RuhlHanna SchraffenbergerBente van MelickMathijs BontjeMischa DaamsMichel Witter";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-76908-0_21";"Chapter"
"Sentimental Eyes!";"Human-Computer Interaction. Towards Intelligent and Implicit Interaction";"";"";"";"10.1007/978-3-642-39342-6_34";"Amitava DasBjörn Gambäck";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39342-6_34";"Chapter"
"Shared Gaze in Situated Referential Grounding: An Empirical Study";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_3";"Changsong LiuRui FangJoyce Y. Chai";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_3";"Chapter"
"Shifting the Focus: An Objective Look at Design Fixation";"Design, User Experience, and Usability. Design Philosophy, Methods, and Tools";"";"";"";"10.1007/978-3-642-39229-0_17";"Melissa A. B. SmithRobert J. YoumansBrooke G. BellowsMatthew S. Peterson";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39229-0_17";"Chapter"
"Shorter identifier names take longer to comprehend";"Empirical Software Engineering";"";"24";"1";"10.1007/s10664-018-9621-x";"Johannes C. HofmeisterJanet SiegmundDaniel V. Holt";"2019";"http://link.springer.com/article/10.1007/s10664-018-9621-x";"Article"
"Shoulder-surfing-proof graphical password authentication scheme";"International Journal of Information Security";"";"13";"3";"10.1007/s10207-013-0216-7";"Tzong-Sun WuMing-Lun LeeHan-Yu LinChao-Yuan Wang";"2014";"http://link.springer.com/article/10.1007/s10207-013-0216-7";"Article"
"SimpleFlow: Enhancing Gestural Interaction with Gesture Prediction, Abbreviation and Autocompletion";"Human-Computer Interaction – INTERACT 2011";"";"";"";"10.1007/978-3-642-23774-4_47";"Mike BennettKevin McCarthySile O’ModhrainBarry Smyth";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-23774-4_47";"Chapter"
"Simulating Listener Gaze and Evaluating Its Effect on Human Speakers";"Intelligent Virtual Agents";"";"";"";"10.1007/978-3-319-67401-8_17";"Laura FrädrichFabrizio NunnariMaria StaudteAlexis Heloir";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-67401-8_17";"Chapter"
"Simulation and Formal Analysis of Visual Attention in Cognitive Systems";"Attention in Cognitive Systems. Theories and Systems from an Interdisciplinary Viewpoint";"";"";"";"10.1007/978-3-540-77343-6_30";"Tibor BossePeter-Paul van MaanenJan Treur";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-77343-6_30";"Chapter"
"Single Camera Remote Eye Gaze Tracking Under Natural Head Movements";"Advances in Artificial Reality and Tele-Existence";"";"";"";"10.1007/11941354_63";"Ruian LiuShijiu JinXiaorong Wu";"2006";"http://link.springer.com/chapter/10.1007/11941354_63";"Chapter"
"Situation Awareness in Neurosurgery: A User Modeling Approach";"User Modeling, Adaption and Personalization";"";"";"";"10.1007/978-3-642-22362-4_39";"Shahram Eivazi";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-22362-4_39";"Chapter"
"Situation awareness based on eye movements in relation to the task environment";"Cognition, Technology & Work";"";"21";"1";"10.1007/s10111-018-0527-6";"J. C. F. de WinterY. B. EismaC. D. D. CabrallP. A. HancockN. A. Stanton";"2019";"http://link.springer.com/article/10.1007/s10111-018-0527-6";"Article"
"Smart TV for Older Adults: A Comparative Study of the Mega Menu and Tiled Menu";"Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment";"";"";"";"10.1007/978-3-319-92037-5_27";"Xiwen OuyangJia Zhou";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-92037-5_27";"Chapter"
"Smooth Gaze: a framework for recovering tasks across devices using eye tracking";"Personal and Ubiquitous Computing";"";"22";"3";"10.1007/s00779-018-1115-8";"Shiwei ChengJing FanAnind K. Dey";"2018";"http://link.springer.com/article/10.1007/s00779-018-1115-8";"Article"
"Social Behavior Modeling Based on Incremental Discrete Hidden Markov Models";"Human Behavior Understanding";"";"";"";"10.1007/978-3-319-02714-2_15";"Alaeddine MihoubGérard BaillyChristian Wolf";"2013";"http://link.springer.com/chapter/10.1007/978-3-319-02714-2_15";"Chapter"
