Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"A Multi-method Approach to the Assessment of Web Page Designs";"Affective Computing and Intelligent Interaction";"";"";"";"10.1007/978-3-540-74889-2_27";"S. J. WestermanE. J. SutherlandL. RobinsonH. PowellG. Tuck";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-74889-2_27";"Chapter"
"A structural representation for understanding line-drawing images";"International Journal on Document Analysis and Recognition";"";"3";"2";"10.1007/s100320000037";"J.Y. RamelN. VincentH. Emptoz";"2000";"http://link.springer.com/article/10.1007/s100320000037";"Article"
"Usability evaluation of navigation tasks by people with intellectual disabilities: a Google and SAPO comparative study regarding different interaction modalities";"Universal Access in the Information Society";"";"16";"3";"10.1007/s10209-016-0489-5";"Tânia RochaDiana CarvalhoMaximino BessaSofia ReisLuís Magalhães";"2017";"http://link.springer.com/article/10.1007/s10209-016-0489-5";"Article"
"Integrating Treebank Annotation and User Activity in Translation Research";"Linked Data in Linguistics";"";"";"";"10.1007/978-3-642-28249-2_8";"Michael CarlHenrik Høeg Müller";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-28249-2_8";"Chapter"
"Ultrasound Image Representation Learning by Modeling Sonographer Visual Attention";"Information Processing in Medical Imaging";"";"";"";"10.1007/978-3-030-20351-1_46";"Richard DrosteYifan CaiHarshita SharmaPierre ChatelainLior DrukkerAris T. PapageorghiouJ. Alison Noble";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-20351-1_46";"Chapter"
"The Role of Facial Regions in Evaluating Social Dimensions";"Computer Vision – ECCV 2012. Workshops and Demonstrations";"";"";"";"10.1007/978-3-642-33868-7_21";"David Masip RodoAlexander TodorovJordi Vitrià Marca";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-33868-7_21";"Chapter"
"Usability Evaluation of a Mobile Graphing Calculator Application Using Eye Tracking";"Learning and Collaboration Technologies. Design, Development and Technological Innovation";"";"";"";"10.1007/978-3-319-91743-6_14";"Melanie TomaschkoMarkus Hohenwarter";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91743-6_14";"Chapter"
"Development of Screening Visual Field Test Application that Use Eye Movement";"Human Interface and the Management of Information. Information and Interaction for Health, Safety, Mobility and Complex Environments";"";"";"";"10.1007/978-3-642-39215-3_35";"Makoto MizutaniKentaro KotaniSatoshi SuzukiTakafumi AsaoTetsuya SugiyamaMari UekiShota KojimaMaho ShibataTsunehiko Ikeda";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39215-3_35";"Chapter"
"Effects of Conscientiousness on Users’ Eye-Movement Behaviour with Recommender Interfaces";"HCI in Business, Government and Organizations. eCommerce and Consumer Behavior";"";"";"";"10.1007/978-3-030-22335-9_25";"Lin ZhangHeshan Liu";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22335-9_25";"Chapter"
"Impact of Mental Rotation Strategy on Absolute Direction Judgments: Supplementing Conventional Measures with Eye Movement Data";"Human-Computer Interaction. HCI Intelligent Multimodal Interaction Environments";"";"";"";"10.1007/978-3-540-73110-8_86";"Ronggang ZhouKan Zhang";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73110-8_86";"Chapter"
"Fusion of Multiple Visual Cues for Visual Saliency Extraction from Wearable Camera Settings with Strong Motion";"Computer Vision – ECCV 2012. Workshops and Demonstrations";"";"";"";"10.1007/978-3-642-33885-4_44";"Hugo BoujutJenny Benois-PineauRemi Megret";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-33885-4_44";"Chapter"
"Factor Analysis as the Feature Selection Method in an Emotion Norm Database";"Intelligent Information and Database Systems";"";"";"";"10.1007/978-3-319-05458-2_35";"Chih-Hung WuBor-Chen KuoGwo-Hshiung Tzeng";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-05458-2_35";"Chapter"
"Person identification through entropy oriented mean shift clustering of human gaze patterns";"Multimedia Tools and Applications";"";"76";"2";"10.1007/s11042-015-3153-9";"Filippo VellaIgnazio InfantinoGiuseppe Scardino";"2017";"http://link.springer.com/article/10.1007/s11042-015-3153-9";"Article"
"Video attention prediction using gaze saliency";"Multimedia Tools and Applications";"";"78";"19";"10.1007/s11042-016-4294-1";"Yanxiang ChenGang TaoQiangqiang XieMinglong Song";"2019";"http://link.springer.com/article/10.1007/s11042-016-4294-1";"Article"
"Predicting Affect from Gaze Data during Interaction with an Intelligent Tutoring System";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-319-07221-0_4";"Natasha JaquesCristina ConatiJason M. HarleyRoger Azevedo";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07221-0_4";"Chapter"
"Data Quality as a Bottleneck in Developing a Social-Serious-Game-Based Multi-modal System for Early Screening for ‘High Functioning’ Cases of Autism Spectrum Condition";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-319-41267-2_51";"Miklos GyoriZsófia BorsosKrisztina StefanikJudit Csákvári";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-41267-2_51";"Chapter"
"Merging Situation Analytics and Model-Based User Interface Development for Building Runtime-Adaptive Business Applications";"Perspectives in Business Informatics Research";"";"";"";"10.1007/978-3-319-99951-7_12";"Christian MärtinFelix KampferChristian HerdinLionnelle Biawan Yameni";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-99951-7_12";"Chapter"
"Differences of Field Dependent/Independent Gamers on Cultural Heritage Playing: Preliminary Findings of an Eye–Tracking Study";"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection";"";"";"";"10.1007/978-3-319-48974-2_22";"George E. RaptisChristos A. FidasNikolaos M. Avouris";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-48974-2_22";"Chapter"
"Pilots’ gaze strategies and manual control performance using occlusion as a measurement technique during a simulated manual flight task";"Cognition, Technology & Work";"";"18";"3";"10.1007/s10111-016-0382-2";"Andreas HaslbeckKlaus Bengler";"2016";"http://link.springer.com/article/10.1007/s10111-016-0382-2";"Article"
"Painting-91: a large scale database for computational painting categorization";"Machine Vision and Applications";"";"25";"6";"10.1007/s00138-014-0621-6";"Fahad Shahbaz KhanShida BeigpourJoost van de WeijerMichael Felsberg";"2014";"http://link.springer.com/article/10.1007/s00138-014-0621-6";"Article"
"Exploitation of Gaze Data for Photo Region Labeling in an Immersive Environment";"MultiMedia Modeling";"";"";"";"10.1007/978-3-319-04114-8_36";"Tina WalberAnsgar ScherpSteffen Staab";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-04114-8_36";"Chapter"
"Macular degeneration and visual icon use: deriving guidelines for improved access";"Universal Access in the Information Society";"";"1";"3";"10.1007/s102090100015";"Julie A. JackoArmando B. BarretoIngrid U. ScottJosey Y. M. ChuHolly S. VitenseFrank T. ConwayW. Bradley Fain";"2002";"http://link.springer.com/article/10.1007/s102090100015";"Article"
"API and DOM";"Pro HTML5 Accessibility";"";"";"";"10.1007/978-1-4302-4195-9_4";"Joshue O. Connor";"2012";"http://link.springer.com/chapter/10.1007/978-1-4302-4195-9_4";"Chapter"
"Improving Social Communication Disorders Through Human-Avatar Interaction";"Ambient Intelligence for Health";"";"";"";"10.1007/978-3-319-26508-7_23";"Esperanza JohnsonRamón HervásTania MondéjarJosé BravoSergio F. Ochoa";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-26508-7_23";"Chapter"
"Towards Supporting Multigenerational Co-creation and Social Activities: Extending Learning Analytics Platforms and Beyond";"Distributed, Ambient and Pervasive Interactions: Technologies and Contexts";"";"";"";"10.1007/978-3-319-91131-1_6";"Shin’ichi KonomiKohei HatanoMiyuki InabaMisato OiTsuyoshi OkamotoFumiya OkuboAtsushi ShimadaJingyun WangMasanori YamadaYuki Yamada";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91131-1_6";"Chapter"
"The IntelliMedia WorkBench-An Environment for Building Multimodal Systems";"Cooperative Multimodal Communication";"";"";"";"10.1007/3-540-45520-5_13";"Tom BrøndstedPaul DalsgaardLars Bo LarsenMichael MantheyPaul Mc KevittThomas B. MoeslundKristian G. Olesen";"2001";"http://link.springer.com/chapter/10.1007/3-540-45520-5_13";"Chapter"
"Towards Truly Affective AAL Systems";"Enhanced Living Environments";"";"";"";"10.1007/978-3-030-10752-9_7";"Mara PudaneSintija PetrovicaEgons LavendelisHazım Kemal Ekenel";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-10752-9_7";"Chapter"
"Effects of Menu Organization and Visibility on Web Navigation for People with Dyslexia";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29381-9_8";"Helen PetrieIli Farhana Md Mahtar";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29381-9_8";"Chapter"
"Living Lab Concept Validation Experiment to Experience COOLTURA in the Cité Des Science et de L’Industrie";"Universal Access in Human-Computer Interaction. Access to the Human Environment and Culture";"";"";"";"10.1007/978-3-319-20687-5_5";"Silvia de los RiosMaria Fernanda Cabrera-UmpierrezMaria Teresa ArredondoMiguel ParamoCharles TijusElhadi DjebbariFederico MussanoRoberto Santoro";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20687-5_5";"Chapter"
"Pervasive Retail Strategy Using a Low-Cost Free Gaze Estimation System";"Video Analytics for Audience Measurement";"";"";"";"10.1007/978-3-319-12811-5_2";"Dario CazzatoMarco LeoPaolo SpagnoloCosimo Distante";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-12811-5_2";"Chapter"
"Research Considerations and Tools for Evaluating Human-Automation Interaction with Future Unmanned Systems";"Autonomy and Artificial Intelligence: A Threat or Savior?";"";"";"";"10.1007/978-3-319-59719-5_7";"Ciara SibleyJoseph CoyneSarah Sherwood";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-59719-5_7";"Chapter"
"EyeCo: Effects of Shared Gaze on Social Presence in an Online Cooperative Game";"Entertainment Computing - ICEC 2016";"";"";"";"10.1007/978-3-319-46100-7_9";"Bernhard MaurerMichael LankesBarbara StiglbauerManfred Tscheligi";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-46100-7_9";"Chapter"
"Semantic and Structural Constraints on the Resolution of Ambiguous Personal Pronouns - A Psycholinguistic Study";"Anaphora Processing and Applications";"";"";"";"10.1007/978-3-642-25917-3_14";"Miriam EllertAnke Holler";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-25917-3_14";"Chapter"
"Comparative Study of Laptops and Touch-Screen PCs for Searching on the Web";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-91122-9_33";"Nicolas DebueCécile van de LeemputAnish PradhanRobert Atkinson";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91122-9_33";"Chapter"
"Evaluation of a gamified e-learning platform to improve traffic safety among elementary school pupils in Belgium";"Personal and Ubiquitous Computing";"";"";"";"10.1007/s00779-019-01221-4";"Malik Sarmad RiazAriane CuenenDavy JanssensKris BrijsGeert Wets";"2019";"http://link.springer.com/article/10.1007/s00779-019-01221-4";"Article"
"Language, Vision & Music: Workshop Report on The Eighth International Workshop on the Cognitive Science of Natural Language Processing (CSNLP-8) National University of Ireland, Galway (NUI Galway), Galway, Ireland Monday 9th–:Wednesday 11th August, 1999";"Artificial Intelligence Review";"";"14";"6";"10.1023/A:1006785803977";"Paul Mc KevittConn MulvihillSeán Ó Nualláin";"2000";"http://link.springer.com/article/10.1023/A%3A1006785803977";"Article"
"Evaluating interface layout for visually impaired and mobility-impaired users through simulation";"Universal Access in the Information Society";"";"12";"1";"10.1007/s10209-011-0265-5";"Pradipta BiswasPeter Robinson";"2013";"http://link.springer.com/article/10.1007/s10209-011-0265-5";"Article"
"Head Pose Determination Using Synthetic Images";"Advanced Concepts for Intelligent Vision Systems";"";"";"";"10.1007/978-3-540-88458-3_97";"Kevin BaillyMaurice Milgram";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-88458-3_97";"Chapter"
"The intuitive grasp interface: design and evaluation of micro-gestures on the steering wheel for driving scenario";"Universal Access in the Information Society";"";"";"";"10.1007/s10209-019-00647-0";"Yiqi XiaoRenke He";"2019";"http://link.springer.com/article/10.1007/s10209-019-00647-0";"Article"
"AGIL: Learning Attention from Human for Visuomotor Tasks";"Computer Vision – ECCV 2018";"";"";"";"10.1007/978-3-030-01252-6_41";"Ruohan ZhangZhuode LiuLuxin ZhangJake A. WhritnerKarl S. MullerMary M. HayhoeDana H. Ballard";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01252-6_41";"Chapter"
"Text or Pictures? An Eyetracking Study of How People View Digital Video Surrogates";"Image and Video Retrieval";"";"";"";"10.1007/3-540-45113-7_27";"Anthony HughesTodd WilkensBarbara M. WildemuthGary Marchionini";"2003";"http://link.springer.com/chapter/10.1007/3-540-45113-7_27";"Chapter"
"Do Your Eyes Give It Away? Using Eye Tracking Data to Understand Students’ Attitudes towards Open Student Model Representations";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-642-30950-2_54";"Moffat MathewsAntonija MitrovicBin LinJay HollandNeville Churcher";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-30950-2_54";"Chapter"
"Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-19773-9_115";"Tanmay SinhaJustine Cassell";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-19773-9_115";"Chapter"
"Automated interpretation of eye–hand coordination in mobile eye tracking recordings";"KI - Künstliche Intelligenz";"";"31";"4";"10.1007/s13218-017-0503-y";"Moritz MussgnugDaniel SingerQuentin LohmeyerMirko Meboldt";"2017";"http://link.springer.com/article/10.1007/s13218-017-0503-y";"Article"
"Antisedentary Beigeless Computing";"Personal Technologies";"";"1";"1";"10.1007/BF01317886";"John Underkoffler";"1997";"http://link.springer.com/article/10.1007/BF01317886";"Article"
"A learning-based visual saliency prediction model for stereoscopic 3D video (LBVS-3D)";"Multimedia Tools and Applications";"";"76";"22";"10.1007/s11042-016-4155-y";"Amin Banitalebi-DehkordiMahsa T. PourazadPanos Nasiopoulos";"2017";"http://link.springer.com/article/10.1007/s11042-016-4155-y";"Article"
"Video Saliency Modulation in the HSI Color Space for Drawing Gaze";"Image and Video Technology";"";"";"";"10.1007/978-3-642-53842-1_18";"Tao ShiAkihiro Sugimoto";"2014";"http://link.springer.com/chapter/10.1007/978-3-642-53842-1_18";"Chapter"
"Analysis of Product Use by Means of Eye Tracking and EEG: A Study of Neuroergonomics";"Design, User Experience, and Usability: Novel User Experiences";"";"";"";"10.1007/978-3-319-40355-7_51";"Rafaela Q. BarrosAdemário S. TavaresWilson AlbuquerqueJaciara Clarissa da SilvaIsaltino Abel de LemosRaísa Lorena Siqueira de Albuquerque CardosoMarcelo Márcio SoaresMarcelo R. Cairrao";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40355-7_51";"Chapter"
"3D visual saliency detection model with generated disparity map";"Multimedia Tools and Applications";"";"76";"2";"10.1007/s11042-015-3229-6";"Feng QiDebin ZhaoShaohui LiuXiaopeng Fan";"2017";"http://link.springer.com/article/10.1007/s11042-015-3229-6";"Article"
"Building a Character Animation System";"Motion in Games";"";"";"";"10.1007/978-3-642-25090-3_9";"Ari Shapiro";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-25090-3_9";"Chapter"
"Implicit Predictive Indicators: Mouse Activity and Dwell Time";"Artificial Intelligence Applications and Innovations";"";"";"";"10.1007/978-3-662-44654-6_16";"Stephen AkumaChrisina JayneRahat IqbalFaiyaz Doctor";"2014";"http://link.springer.com/chapter/10.1007/978-3-662-44654-6_16";"Chapter"
"Disruptive Innovation: Large Scale Multimedia Data Mining";"Multimedia Data Mining and Analytics";"";"";"";"10.1007/978-3-319-14998-1_1";"Aaron K. BaughmanJia-Yu PanJiang GaoValery A. Petrushin";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-14998-1_1";"Chapter"
"Lean Software Development in Action";"Lean Software Development in Action";"";"";"";"10.1007/978-3-642-00503-9_11";"Andrea JanesGiancarlo Succi";"2014";"http://link.springer.com/chapter/10.1007/978-3-642-00503-9_11";"Chapter"
"Technologies for Dyslexia";"Web Accessibility";"";"";"";"10.1007/978-1-4471-7440-0_31";"Maria RauschenbergerRicardo Baeza–YatesLuz Rello";"2019";"http://link.springer.com/chapter/10.1007/978-1-4471-7440-0_31";"Chapter"
"Using Eye Tracking as Human Computer Interaction Interface";"HCI International 2015 - Posters’ Extended Abstracts";"";"";"";"10.1007/978-3-319-21380-4_89";"Holger SchmidtGottfried Zimmermann";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-21380-4_89";"Chapter"
"Untangling Operator Monitoring Approaches When Designing Intelligent Adaptive Systems for Operational Environments";"Foundations of Augmented Cognition. Advancing Human Performance and Decision-Making through Adaptive Systems";"";"";"";"10.1007/978-3-319-07527-3_3";"Ming HouCali M. Fidopiastis";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07527-3_3";"Chapter"
"Using Eye Gaze Data to Explore Student Interactions with Tutorial Dialogues in a Substep-Based Tutor";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-19773-9_122";"Amali WeerasingheMyse ElmadaniAntonija Mitrovic";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-19773-9_122";"Chapter"
"Operators in Process Industry: Interaction with Wearable Computers";"Cognition, Technology & Work";"";"4";"4";"10.1007/s101110200023";"C. SkourupM. Reigstad";"2002";"http://link.springer.com/article/10.1007/s101110200023";"Article"
"Experiencing Early User Interfaces";"Design, User Experience, and Usability: Users and Interactions";"";"";"";"10.1007/978-3-319-20898-5_18";"Martha E. Crosby";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20898-5_18";"Chapter"
"Applications of Eye Tracking in Language Processing and Other Areas";"Cognitively Inspired Natural Language Processing";"";"";"";"10.1007/978-981-13-1516-9_2";"Abhijit MishraPushpak Bhattacharyya";"2018";"http://link.springer.com/chapter/10.1007/978-981-13-1516-9_2";"Chapter"
"A Multimodal Information Collector for Content-Based Image Retrieval System";"Neural Information Processing";"";"";"";"10.1007/978-3-642-24965-5_83";"He ZhangMats SjöbergJorma LaaksonenErkki Oja";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-24965-5_83";"Chapter"
"Learning Advanced Post-editing";"New Directions in Empirical Translation Process Research";"";"";"";"10.1007/978-3-319-20358-4_5";"Vicent AlabauMichael CarlFrancisco CasacubertaMercedes García MartínezJesús González-RubioBartolomé Mesa-LaoDaniel Ortiz-MartínezMoritz SchaefferGermán Sanchis-Trilles";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-20358-4_5";"Chapter"
"Operational Characteristics Related to Memory in Operating Information Devices with Hierarchical Menu";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-642-21741-8_10";"Norikazu SasakiMotoki ShinoMinoru Kamata";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21741-8_10";"Chapter"
"Stress in interactive applications: analysis of the valence-arousal space based on physiological signals and self-reported data";"Multimedia Tools and Applications";"";"76";"4";"10.1007/s11042-016-3637-2";"Alexandros LiapisChristos KatsanosDimitris G. SotiropoulosNikos KarousosMichalis Xenos";"2017";"http://link.springer.com/article/10.1007/s11042-016-3637-2";"Article"
"Visual Thinking with an Interactive Diagram";"Diagrammatic Representation and Inference";"";"";"";"10.1007/978-3-540-87730-1_13";"Colin WareAnne T. GilmanRobert J. Bobrow";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-87730-1_13";"Chapter"
"Passive Brain-Computer Interfaces for Robot-Assisted Rehabilitation";"Brain-Computer Interface Research";"";"";"";"10.1007/978-3-319-09979-8_7";"Domen NovakBenjamin BeyelerXimena OmlinRobert Riener";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-09979-8_7";"Chapter"
"An augmented reality interface to contextual information";"Virtual Reality";"";"15";"2 - 3";"10.1007/s10055-010-0183-5";"Antti AjankiMark BillinghurstHannes GamperToni JärvenpääMelih KandemirSamuel KaskiMarkus KoskelaMikko KurimoJorma LaaksonenKai PuolamäkiTeemu RuokolainenTimo Tossavainen";"2011";"http://link.springer.com/article/10.1007/s10055-010-0183-5";"Article"
"A Neuroaesthetic Study of the Cerebral Perception and Appreciation of Paintings by Titian Using EEG and Eyetracker Measurements";"Symbiotic Interaction";"";"";"";"10.1007/978-3-319-24917-9_3";"Francesca BabiloniDario RossiPatrizia CherubinoArianna TrettelDaniela PicconiAnton Giulio MaglioneGiovanni VecchiatoFabio Babiloni";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24917-9_3";"Chapter"
"Real Time Assessment of Cognitive State: Research and Implementation Challenges";"Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience";"";"";"";"10.1007/978-3-319-39952-2_12";"Michael C. TrumboMikaela L. ArmentaMichael J. HaassKarin M. ButlerAaron P. JonesCharles S. H. Robinson";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39952-2_12";"Chapter"
"Assessing Cognitive Load in Adaptive Hypermedia Systems: Physiological and Behavioral Methods";"Adaptive Hypermedia and Adaptive Web-Based Systems";"";"";"";"10.1007/978-3-540-27780-4_26";"Holger SchultheisAnthony Jameson";"2004";"http://link.springer.com/chapter/10.1007/978-3-540-27780-4_26";"Chapter"
"Combining Conspicuity Maps for hROIs Prediction";"Attention and Performance in Computational Vision";"";"";"";"10.1007/978-3-540-30572-9_6";"Claudio M. PriviteraOrazio GalloGiorgio GrimoldiToyomi FujitaLawrence W. Stark";"2005";"http://link.springer.com/chapter/10.1007/978-3-540-30572-9_6";"Chapter"
"Online Applications in Communication and Control";"Toward Brain-Computer Interaction in Paralysis";"";"";"";"10.1007/978-3-319-52298-2_6";"Anibal Cotrina";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-52298-2_6";"Chapter"
"Validating a Smartphone-Based Pedestrian Navigation System Prototype";"Computational Science and Its Applications – ICCSA 2012";"";"";"";"10.1007/978-3-642-31075-1_29";"Mario KlugeHartmut Asche";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-31075-1_29";"Chapter"
"Assisting the Driver with Distance Estimation: Usability Evaluation of Graphical Presentation Alternatives for Local Traffic Events";"Human-Computer Interaction – INTERACT 2013";"";"";"";"10.1007/978-3-642-40477-1_33";"Angela MahrSandro CastronovoRafael MathChristian Müller";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-40477-1_33";"Chapter"
"Avoiding Mistakes in Medical High-Tech Treatments and E-Commerce Applications – a Salutary UX-Research Innovation";"HCI in Business, Government and Organizations. eCommerce and Consumer Behavior";"";"";"";"10.1007/978-3-030-22335-9_21";"Christina MiclauOliver GastJulius HertelAnja WittmannAchim HorneckerAndrea Mueller";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22335-9_21";"Chapter"
"Development of Fatigue-Associated Measuresment to Determine Fitness for Duty and Monitor Driving Performance";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-642-39454-6_65";"Ying Ying TanSheng Tong LinFrederick Tey";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39454-6_65";"Chapter"
"Semi-automatic Training of an Object Recognition System in Scene Camera Data Using Gaze Tracking and Accelerometers";"Computer Vision Systems";"";"";"";"10.1007/978-3-319-68345-4_16";"Matteo CognolatoMara GrazianiFrancesca GiordanielloGianluca SaettaFranco BassettoPeter BruggerBarbara CaputoHenning MüllerManfredo Atzori";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-68345-4_16";"Chapter"
"Usability Evaluation of Model-Driven Cross-Device Web User Interfaces";"Human-Centered Software Engineering";"";"";"";"10.1007/978-3-030-05909-5_14";"Enes YigitbasAnthony AnjorinIvan JovanovikjThomas KernStefan SauerGregor Engels";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-05909-5_14";"Chapter"
"The Assessment of Sencogi: A Visual Complexity Model Predicting Visual Fixations";"Human-Computer Interaction. Recognition and Interaction Technologies";"";"";"";"10.1007/978-3-030-22643-5_26";"Maria Laura MeleSilvia ColabreseLuca CalabriaDamon MillarChristiaan Erik Rijnders";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22643-5_26";"Chapter"
"Could I have the Menu Please? An Eye Tracking Study of Design Conventions";"People and Computers XVII — Designing for Society";"";"";"";"10.1007/978-1-4471-3754-2_25";"John D. McCarthyM. Angela SasseJens Riegelsberger";"2004";"http://link.springer.com/chapter/10.1007/978-1-4471-3754-2_25";"Chapter"
"Brainwave-Based Imagery Analysis";"Digital Human Modeling";"";"";"";"10.1007/978-3-540-89430-8_2";"Andrew J. CowellKelly HaleChris BerkaSven FuchsAngela BaskinDavid JonesGene DavisRobin JohnsonRobin FatchEric Marshall";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-89430-8_2";"Chapter"
"Game Scenes Evaluation and Player’s Dominant Emotion Prediction";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-319-91464-0_6";"René DoumbouyaMohamed S. BenlamineAude DufresneClaude Frasson";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91464-0_6";"Chapter"
"Construction and Validation of a Neurophysio-technological Framework for Imagery Analysis";"Human-Computer Interaction. Interaction Platforms and Techniques";"";"";"";"10.1007/978-3-540-73107-8_120";"Andrew CowellKelly HaleChris BerkaSven FuchsAngela BaskinDavid JonesGene DavisRobin JohnsonRobin Fatch";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73107-8_120";"Chapter"
"Hough Forest-Based Facial Expression Recognition from Video Sequences";"Trends and Topics in Computer Vision";"";"";"";"10.1007/978-3-642-35749-7_15";"Gabriele FanelliAngela YaoPierre-Luc NoelJuergen GallLuc Van Gool";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-35749-7_15";"Chapter"
"Features of Oculo-motors and their chronological changes in response to varying sizes of visual stimuli";"Multimedia Tools and Applications";"";"74";"8";"10.1007/s11042-013-1824-y";"Minoru NakayamaMasashi Fujimoto";"2015";"http://link.springer.com/article/10.1007/s11042-013-1824-y";"Article"
"The Comparison of Performance, Efficiency, and Task Solution Strategies in Real, Virtual and Dual Reality Environments";"Human-Computer Interaction – INTERACT 2015";"";"";"";"10.1007/978-3-319-22723-8_31";"Frederic RaberAntonio KrügerGerrit Kahl";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-22723-8_31";"Chapter"
"Visual Comfort as a Criterion for Designing Display Units";"Human-Computer Interaction";"";"";"";"10.1007/978-3-642-73402-1_5";"Jacques A. J. RoufsMartinus C. BoschmanMartin A. M. Leermakers";"1988";"http://link.springer.com/chapter/10.1007/978-3-642-73402-1_5";"Chapter"
"BCI Augmented Text Entry Mechanism for People with Special Needs";"Intelligent Human Computer Interaction";"";"";"";"10.1007/978-3-319-52503-7_7";"Sreeja S.R.Vaidic JoshiShabnam SamimaAnushri SahaJoytirmoy RabhaBaljeet Singh CheemaDebasis SamantaPabitra Mitra";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-52503-7_7";"Chapter"
"Modeling and Online Recognition of Surgical Phases Using Hidden Markov Models";"Medical Image Computing and Computer-Assisted Intervention – MICCAI 2008";"";"";"";"10.1007/978-3-540-85990-1_75";"Tobias BlumNicolas PadoyHubertus FeußnerNassir Navab";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-85990-1_75";"Chapter"
"SMILI☺: a Framework for Interfaces to Learning Data in Open Learner Models, Learning Analytics and Related Fields";"International Journal of Artificial Intelligence in Education";"";"26";"1";"10.1007/s40593-015-0090-8";"Susan BullJudy Kay";"2016";"http://link.springer.com/article/10.1007/s40593-015-0090-8";"Article"
