Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"On Computing Canonical Subsets of Graph-Based Behavioral Representations","Graph-Based Representations in Pattern Recognition","","","","10.1007/978-3-642-02124-4_22","Walter C. MankowskiPeter BogunovichAli ShokoufandehDario D. Salvucci","2009","http://link.springer.com/chapter/10.1007/978-3-642-02124-4_22","Chapter"
"An Evaluation of the Point-of-Care (PoC) System Implementation and Adoption in a Multi-Campus Private Hospital in Melbourne","Delivering Superior Health and Wellness Management with IoT and Analytics","","","","10.1007/978-3-030-17347-0_26","Imran MuhammadNilmini Wickramasinghe","2020","http://link.springer.com/chapter/10.1007/978-3-030-17347-0_26","Chapter"
"Creating a Market Analytics Tool that Marketers LOVE to Use: A Case of Digital Transformation at Beiersdorf","Shaping the Digital Enterprise","","","","10.1007/978-3-319-40967-2_10","Jan vom BrockeMaria FayMartin BöhmVolker Haltenhof","2017","http://link.springer.com/chapter/10.1007/978-3-319-40967-2_10","Chapter"
"Ubiquitous Health Monitoring: Integration of Wearable Sensors, Novel Sensing Techniques, and Body Sensor Networks","Mobile Health","","","","10.1007/978-3-319-12817-7_15","Kevin HungC. C. LeeSheung-On Choy","2015","http://link.springer.com/chapter/10.1007/978-3-319-12817-7_15","Chapter"
"Leveraging Data Analytics for Behavioral Research","Information Systems Frontiers","","21","4","10.1007/s10796-019-09928-8","Luvai MotiwallaAmit V. DeokarSurendra SarnikarAngelika Dimoka","2019","http://link.springer.com/article/10.1007/s10796-019-09928-8","Article"
"Book Summary and Perspectives for Future Research","Autonomic Nervous System Dynamics for Mood and Emotional-State Recognition","","","","10.1007/978-3-319-02639-8_7","Gaetano ValenzaEnzo Pasquale Scilingo","2014","http://link.springer.com/chapter/10.1007/978-3-319-02639-8_7","Chapter"
"An Affective Neuroscience Model of Impaired Approach Motivation in Schizophrenia","The Neuropsychopathology of Schizophrenia","","","","10.1007/978-3-319-30596-7_6","Gregory P. Strauss Ph.D.Kayla M. WheartyKatherine H. FrostWilliam T. Carpenter","2016","http://link.springer.com/chapter/10.1007/978-3-319-30596-7_6","Chapter"
"Testing Privacy Awareness","The Future of Identity in the Information Society","","","","10.1007/978-3-642-03315-5_18","Mike Bergmann","2009","http://link.springer.com/chapter/10.1007/978-3-642-03315-5_18","Chapter"
"Marketing","Eliminating Waste in Business","","","","10.1007/978-1-4302-6089-9_3","Linda M. OrrDave J. Orr","2014","http://link.springer.com/chapter/10.1007/978-1-4302-6089-9_3","Chapter"
"COMETA: An Air Traffic Controller’s Mental Workload Model for Calculating and Predicting Demand and Capacity Balancing","Human Mental Workload: Models and Applications","","","","10.1007/978-3-030-32423-0_6","Patricia López de FrutosRubén Rodríguez RodríguezDanlin Zheng ZhangShutao ZhengJosé Juan CañasEnrique Muñoz-de-Escalona","2019","http://link.springer.com/chapter/10.1007/978-3-030-32423-0_6","Chapter"
"Diagnostic Problem-Solving Process in Professional Contexts: Theory and Empirical Investigation in the Context of Car Mechatronics Using Computer-Generated Log-Files","Vocations and Learning","","11","1","10.1007/s12186-017-9183-x","Stephan Abele","2018","http://link.springer.com/article/10.1007/s12186-017-9183-x","Article"
"Modeling Grounding for Interactive Social Companions","KI - Künstliche Intelligenz","","30","1","10.1007/s13218-015-0397-5","Gregor MehlmannKathrin JanowskiElisabeth André","2016","http://link.springer.com/article/10.1007/s13218-015-0397-5","Article"
"E","StarBriefs Plus","","","","10.1007/978-0-306-48603-6_5","André Heck","2004","http://link.springer.com/chapter/10.1007/978-0-306-48603-6_5","Chapter"
"B scientific sessions (SS)","European Radiology","","12","1","10.1007/s00330-002-0002-9","","2002","http://link.springer.com/article/10.1007/s00330-002-0002-9","Article"
"How Digitization Affects Mobility and the Business Models of Automotive OEMs","Phantom Ex Machina","","","","10.1007/978-3-319-44468-0_7","Tim KesslerChristoph Buck","2017","http://link.springer.com/chapter/10.1007/978-3-319-44468-0_7","Chapter"
"When Defensive Reactions Contribute to the Acceptance of Fear-Arousing Communications","Current Psychology","","38","1","10.1007/s12144-017-9590-z","Jérôme BlondéFabien Girandola","2019","http://link.springer.com/article/10.1007/s12144-017-9590-z","Article"
"Extinction of Conditioned Responses to Methamphetamine-Associated Stimuli in Healthy Humans","Psychopharmacology","","233","13","10.1007/s00213-016-4297-7","Joel S. CavalloNicholas A. RuizHarriet de Wit","2016","http://link.springer.com/article/10.1007/s00213-016-4297-7","Article"
"Framing Effects: Behavioral Dynamics and Neural Basis","Neuroeconomics","","","","10.1007/978-3-642-35923-1_9","Xiao-Tian WangLilin RaoHongming Zheng","2016","http://link.springer.com/chapter/10.1007/978-3-642-35923-1_9","Chapter"
"Player Experience","Serious Games","","","","10.1007/978-3-319-40612-1_9","Josef WiemeyerLennart NackeChristiane MoserFlorian ‘Floyd’ Mueller","2016","http://link.springer.com/chapter/10.1007/978-3-319-40612-1_9","Chapter"
"Computer-Supported Work in Partially Distributed and Co-located Teams: The Influence of Mood Feedback","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40480-1_30","Andreas SondereggerDenis LalanneLuisa BergholzFabien RingevalJuergen Sauer","2013","http://link.springer.com/chapter/10.1007/978-3-642-40480-1_30","Chapter"
"Consumer Search Patterns: Empirical Evidence, Competing Theories and Managerial Implications","Collaboration in the Digital Age","","","","10.1007/978-3-319-94487-6_13","Christopher P. Holland","2019","http://link.springer.com/chapter/10.1007/978-3-319-94487-6_13","Chapter"
"An Agent-Based Generic Model for Human-Like Ambience","Constructing Ambient Intelligence","","","","10.1007/978-3-540-85379-4_12","Tibor BosseMark HoogendoornMichel C. A. KleinJan Treur","2008","http://link.springer.com/chapter/10.1007/978-3-540-85379-4_12","Chapter"
"Brand positioning in the B2B online environment: A case from the UK print industry","Journal of Brand Management","","16","8","10.1057/bm.2008.9","Nicolas VirtsonisSally Harridge-March","2009","http://link.springer.com/article/10.1057/bm.2008.9","Article"
"Decomposition and Processing of Negative Adjectival Comparatives","The Semantics of Gradability, Vagueness, and Scale Structure","","","","10.1007/978-3-319-77791-7_10","Daniel TuckerBarbara TomaszewiczAlexis Wellwood","2018","http://link.springer.com/chapter/10.1007/978-3-319-77791-7_10","Chapter"
"Augmented 3D hands: a gesture-based mixed reality system for distributed collaboration","Journal on Multimodal User Interfaces","","12","2","10.1007/s12193-017-0250-2","Weidong HuangLeila AlemFranco TecchiaHenry Been-Lirn Duh","2018","http://link.springer.com/article/10.1007/s12193-017-0250-2","Article"
"The Aesthetic Experience with Visual Art “At First Glance”","Investigations Into the Phenomenology and the Ontology of the Work of Art","","","","10.1007/978-3-319-14090-2_5","Paul J. Locher","2015","http://link.springer.com/chapter/10.1007/978-3-319-14090-2_5","Chapter"
"Summative Game-Based Assessment","Game-Based Assessment Revisited","","","","10.1007/978-3-030-15569-8_3","Andreas OranjeBob MislevyMalcolm I. BauerG. Tanner Jackson","2019","http://link.springer.com/chapter/10.1007/978-3-030-15569-8_3","Chapter"
"Unifying syntactic theory and sentence processing difficulty through a connectionist minimalist parser","Cognitive Neurodynamics","","3","4","10.1007/s11571-009-9093-1","Sabrina GerthPeter beim Graben","2009","http://link.springer.com/article/10.1007/s11571-009-9093-1","Article"
"Personalized and Adaptive Serious Games","Entertainment Computing and Serious Games","","","","10.1007/978-3-319-46152-6_14","Alexander StreicherJan D. Smeddinck","2016","http://link.springer.com/chapter/10.1007/978-3-319-46152-6_14","Chapter"
"Smart phones, bad calls? The influence of consumer mobile phone use, distraction, and phone dependence on adherence to shopping plans","Journal of the Academy of Marketing Science","","47","4","10.1007/s11747-019-00647-9","Michael R. SciandraJ. Jeffrey InmanAndrew T. Stephen","2019","http://link.springer.com/article/10.1007/s11747-019-00647-9","Article"
"Electrical Engineering","Masters Theses in the Pure and Applied Sciences","","","","10.1007/978-1-4615-3474-7_12","Wade H. Shafer","1992","http://link.springer.com/chapter/10.1007/978-1-4615-3474-7_12","Chapter"
"Stimulus Overselectivity Four Decades Later: A Review of the Literature and Its Implications for Current Research in Autism Spectrum Disorder","Journal of Autism and Developmental Disorders","","40","11","10.1007/s10803-010-0990-2","Bertram O. Ploog","2010","http://link.springer.com/article/10.1007/s10803-010-0990-2","Article"
"Emotion regulation strategy selection in daily life: The role of social context and goals","Motivation and Emotion","","41","2","10.1007/s11031-016-9597-z","Tammy EnglishIhno A. LeeOliver P. JohnJames J. Gross","2017","http://link.springer.com/article/10.1007/s11031-016-9597-z","Article"
"Fundamentals of Driver Assistance","Handbook of Intelligent Vehicles","","","","10.1007/978-0-85729-085-4_19","Prof. Azim Eskandarian D.Sc.","2012","http://link.springer.com/referenceworkentry/10.1007/978-0-85729-085-4_19","ReferenceWorkEntry"
"EXP Experience Design","Build a Next-Generation Digital Workplace","","","","10.1007/978-1-4842-5512-4_3","Shailesh Kumar Shivakumar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5512-4_3","Chapter"
"On the role of individual human abilities in the design of adaptive user interfaces for scientific problem solving environments","Knowledge and Information Systems","","13","2","10.1007/s10115-006-0061-3","Elena Zudilova-Seinstra","2007","http://link.springer.com/article/10.1007/s10115-006-0061-3","Article"
"A Generic Architecture for Human-Aware Ambient Computing","Agent-Based Ubiquitous Computing","","","","10.2991/978-94-91216-31-2_3","Tibor BosseMark HoogendoornMichel C. A. KleinJan Treur","2010","http://link.springer.com/chapter/10.2991/978-94-91216-31-2_3","Chapter"
"Emotional Investment in Naturalistic Data Collection","Affective Computing and Intelligent Interaction","","","","10.1007/978-3-642-24600-5_50","Ian DaviesPeter Robinson","2011","http://link.springer.com/chapter/10.1007/978-3-642-24600-5_50","Chapter"
"How to model the neurocognitive dynamics of decision making: A methodological primer with ACT-R","Behavior Research Methods","","","","10.3758/s13428-019-01286-2","Cvetomir DimovPatrick H. KhaderJulian N. MarewskiThorsten Pachur","2019","http://link.springer.com/article/10.3758/s13428-019-01286-2","Article"
"Industrial Engineering and Operations Research","Masters Theses in the Pure and Applied Sciences","","","","10.1007/978-1-4615-1969-0_22","Wade H. Shafer","1994","http://link.springer.com/chapter/10.1007/978-1-4615-1969-0_22","Chapter"
"Challenges of Investigating Metacognitive Tool Use and Effects in (Rich) Web-Based Learning Environments","International Handbook of Metacognition and Learning Technologies","","","","10.1007/978-1-4419-5546-3_17","Susanne NarcissHermann KoerndleAntje Proske","2013","http://link.springer.com/chapter/10.1007/978-1-4419-5546-3_17","Chapter"
"A systematic review of design for X techniques from 1980 to 2018: concepts, applications, and perspectives","The International Journal of Advanced Manufacturing Technology","","102","9 - 12","10.1007/s00170-019-03418-6","Abla Chaouni BenabdellahImane BouhaddouAsmaa BenghabritOussama Benghabrit","2019","http://link.springer.com/article/10.1007/s00170-019-03418-6","Article"
"Examining the predictive relationship between personality and emotion traits and students’ agent-directed emotions: towards emotionally-adaptive agent-based learning environments","User Modeling and User-Adapted Interaction","","26","2 - 3","10.1007/s11257-016-9169-7","Jason M. HarleyCassia K. CarterNiki PapaionnouFrançois BouchetRonald S. LandisRoger AzevedoLana Karabachian","2016","http://link.springer.com/article/10.1007/s11257-016-9169-7","Article"
"Interactive Visualization - A Survey","Human Machine Interaction","","","","10.1007/978-3-642-00437-7_2","Dominique BrodbeckRiccardo MazzaDenis Lalanne","2009","http://link.springer.com/chapter/10.1007/978-3-642-00437-7_2","Chapter"
"Persuasive Strategies to Improve Driving Behaviour of Elderly Drivers by a Feedback Approach","Persuasive Technology","","","","10.1007/978-3-319-31510-2_10","Perrine RuerCharles Gouin-VallerandEvelyne F. Vallières","2016","http://link.springer.com/chapter/10.1007/978-3-319-31510-2_10","Chapter"
"Reliability and Maintenance of the Surveillance Systems Considering Two Dependent Processes","Quality and Reliability Management and Its Applications","","","","10.1007/978-1-4471-6778-5_10","Yao ZhangHoang Pham","2016","http://link.springer.com/chapter/10.1007/978-1-4471-6778-5_10","Chapter"
"Towards a Framework for Assistance Systems to Support Work Processes in Smart Factories","Machine Learning and Knowledge Extraction","","","","10.1007/978-3-319-66808-6_5","Michael FellmannSebastian RobertSebastian BüttnerHenrik MuchaCarsten Röcker","2017","http://link.springer.com/chapter/10.1007/978-3-319-66808-6_5","Chapter"
"Transcoding","Web Accessibility","","","","10.1007/978-1-4471-7440-0_30","Chieko AsakawaHironobu TakagiKentarou Fukuda","2019","http://link.springer.com/chapter/10.1007/978-1-4471-7440-0_30","Chapter"
"Personalized mobile marketing strategies","Journal of the Academy of Marketing Science","","48","1","10.1007/s11747-019-00693-3","Siliang TongXueming LuoBo Xu","2020","http://link.springer.com/article/10.1007/s11747-019-00693-3","Article"
"Kansei Operation: The Application of Kansei Engineering Technology to the Operating Activities of Financial Products in the Big Data Era","HCI in Business, Government, and Organizations","","","","10.1007/978-3-319-91716-0_10","Miao LiuYili Wang","2018","http://link.springer.com/chapter/10.1007/978-3-319-91716-0_10","Chapter"
"Information Science and Cognitive Psychology: A Theoretical Approach","Technological Convergence and Social Networks in Information Management","","","","10.1007/978-3-642-16032-5_17","Armando Malheiro da SilvaFernanda RibeiroFernanda Martins","2010","http://link.springer.com/chapter/10.1007/978-3-642-16032-5_17","Chapter"
"The use of expert knowledge in the development of simulations for train driver training","Cognition, Technology & Work","","9","4","10.1007/s10111-006-0048-6","Jennifer G. Tichon","2007","http://link.springer.com/article/10.1007/s10111-006-0048-6","Article"
"Attentional and Affective Processing of Sexual Stimuli in Women with Hypoactive Sexual Desire Disorder","Archives of Sexual Behavior","","41","4","10.1007/s10508-011-9820-7","Marieke BrauerMatthijs van LeeuwenErick JanssenSarah K. NewhouseJulia R. HeimanEllen Laan","2012","http://link.springer.com/article/10.1007/s10508-011-9820-7","Article"
"Attentional functions in listening and schizophrenia","European archives of psychiatry and neurological sciences","","239","1","10.1007/BF01739746","Gerhard Heim","1989","http://link.springer.com/article/10.1007/BF01739746","Article"
"Physical Touch-Based Rotation Processes of Primary School Students","Spatial Cognition X","","","","10.1007/978-3-319-68189-4_2","Sven BertelStefanie WetzelSteffi Zander","2017","http://link.springer.com/chapter/10.1007/978-3-319-68189-4_2","Chapter"
"Whispering sweet nothings: a review of verbal behaviors that undermine the effectiveness of government-mandated home-loan disclosures","Cognitive Research: Principles and Implications","","4","1","10.1186/s41235-019-0154-7","Jessica M. ChoplinDebra Pogrund Stark","2019","http://link.springer.com/article/10.1186/s41235-019-0154-7","Article"
"User Interface Adaptation for Accessibility","Web Accessibility","","","","10.1007/978-1-4471-7440-0_29","Sergio FirmenichAlejandra GarridoFabio PaternòGustavo Rossi","2019","http://link.springer.com/chapter/10.1007/978-1-4471-7440-0_29","Chapter"
"Loading Speed of Modern Websites and Reliability of Online Speed Test Services","Computational Collective Intelligence","","","","10.1007/978-3-319-24306-1_7","Aneta BartuskovaOndrej Krejcar","2015","http://link.springer.com/chapter/10.1007/978-3-319-24306-1_7","Chapter"
"The Role of Negative Emotions and Emotion Regulation on Self-Regulated Learning with MetaTutor","Intelligent Tutoring Systems","","","","10.1007/978-3-319-91464-0_17","Megan J. PriceNicholas V. MudrickMichelle TaubRoger Azevedo","2018","http://link.springer.com/chapter/10.1007/978-3-319-91464-0_17","Chapter"
"The Layered Privacy Language Art. 12 – 14 GDPR Extension – Privacy Enhancing User Interfaces","Datenschutz und Datensicherheit - DuD","","43","12","10.1007/s11623-019-1200-9","Armin GerlBianca Meier","2019","http://link.springer.com/article/10.1007/s11623-019-1200-9","Article"
"Relationship of Cingulate Cortex to Schizophrenia and Other Psychiatric Disorders","Neurobiology of Cingulate Cortex and Limbic Thalamus","","","","10.1007/978-1-4899-6704-6_21","Francine M. Benes","1993","http://link.springer.com/chapter/10.1007/978-1-4899-6704-6_21","Chapter"
"Psychiatric Disturbances of Attention","The Neuropsychology of Attention","","","","10.1007/978-0-387-72639-7_17","Ronald A. Cohen PhD, ABPP, ABCN","2014","http://link.springer.com/chapter/10.1007/978-0-387-72639-7_17","Chapter"
"Relationship between laser speckle flowgraphy and optical coherence tomography angiography measurements of ocular microcirculation","Graefe's Archive for Clinical and Experimental Ophthalmology","","255","8","10.1007/s00417-017-3627-8","Naoki KiyotaHiroshi KunikataYukihiro ShigaKazuko OmodakaToru Nakazawa","2017","http://link.springer.com/article/10.1007/s00417-017-3627-8","Article"
"Parasympathetic cardio-regulation during social interactions in individuals with obesity—The influence of negative body image","Cognitive, Affective, & Behavioral Neuroscience","","17","2","10.3758/s13415-016-0482-8","Anne SchrimpfJana KubeJane NeumannAnnette HorstmannArno VillringerMichael Gaebler","2017","http://link.springer.com/article/10.3758/s13415-016-0482-8","Article"
"A calculus for services innovation","Journal of Systems Science and Systems Engineering","","16","2","10.1007/s11518-007-5041-y","James M. TienDaniel Berg","2007","http://link.springer.com/article/10.1007/s11518-007-5041-y","Article"
"Evaluating the impact of design pattern and anti-pattern dependencies on changes and faults","Empirical Software Engineering","","21","3","10.1007/s10664-015-9361-0","Fehmi JaafarYann-Gaël GuéhéneucSylvie HamelFoutse KhomhMohammad Zulkernine","2016","http://link.springer.com/article/10.1007/s10664-015-9361-0","Article"
"Ambient bloom: new business, content, design and models to increase the semantic ambient media experience","Multimedia Tools and Applications","","66","1","10.1007/s11042-012-1228-4","Bogdan PogorelcArtur LugmayrBjörn StocklebenRadu-Daniel VatavuNina TahmasebiEstefanía SerralEmilija StojmenovaBojan ImperlThomas RisseGideon ZenzMatjaž Gams","2013","http://link.springer.com/article/10.1007/s11042-012-1228-4","Article"
"Introduction to the GI-Dagstuhl Book on Entertainment Computing and Serious Games","Entertainment Computing and Serious Games","","","","10.1007/978-3-319-46152-6_1","Ralf DörnerStefan GöbelMichael Kickmeier-Rust","2016","http://link.springer.com/chapter/10.1007/978-3-319-46152-6_1","Chapter"
"Résumés","How to Recruit and Hire Great Software Engineers","","","","10.1007/978-1-4302-4918-4_5","Patrick McCuller","2012","http://link.springer.com/chapter/10.1007/978-1-4302-4918-4_5","Chapter"
"Eye movement control in reading and visual search: Effects of word frequency","Psychonomic Bulletin & Review","","3","2","10.3758/BF03212426","Keith RaynerGary E. Raney","1996","http://link.springer.com/article/10.3758/BF03212426","Article"
"Psychophysiological contributions to clinical assessment and treatment","Schizophrenia","","","","10.1007/978-1-4899-4457-3_5","Graham TurpinKeith Clements","1992","http://link.springer.com/chapter/10.1007/978-1-4899-4457-3_5","Chapter"
"Usability Engineering Methods Plethora","Adoption-centric Usability Engineering","","","","10.1007/978-1-84800-019-3_2","Ahmed Seffah PhDEduard Metzker PhD","2009","http://link.springer.com/chapter/10.1007/978-1-84800-019-3_2","Chapter"
"From Idea to Market: The THESEUS Innovation Center for the Internet of Services","Towards the Internet of Services: The THESEUS Research Program","","","","10.1007/978-3-319-06755-1_37","Gudrun Quandel","2014","http://link.springer.com/chapter/10.1007/978-3-319-06755-1_37","Chapter"
"Ethics and Pervasive Augmented Reality: Some Challenges and Approaches","Emerging Pervasive Information and Communication Technologies (PICT)","","","","10.1007/978-94-007-6833-8_8","Bo Brinkman Ph.D.","2014","http://link.springer.com/chapter/10.1007/978-94-007-6833-8_8","Chapter"
"Considerations Based on Behavioral Psychology and Cognitive Science","Digital Transformation Shaping the Subconscious Minds of Organizations","","","","10.1007/978-3-319-53618-7_2","Werner Leodolter","2017","http://link.springer.com/chapter/10.1007/978-3-319-53618-7_2","Chapter"
"Rational Interfaces for Effective Security Software: Polite Interaction Guidelines for Secondary Tasks","Universal Access in Human-Computer Interaction. Design Methods, Tools, and Interaction Techniques for eInclusion","","","","10.1007/978-3-642-39188-0_18","Gisela Susanne BahrWilliam H. Allen","2013","http://link.springer.com/chapter/10.1007/978-3-642-39188-0_18","Chapter"
"Global Motion Perception in Autism Spectrum Disorder: A Meta-Analysis","Journal of Autism and Developmental Disorders","","49","12","10.1007/s10803-019-04194-8","Ruth Van der HallenCatherine ManningKris EversJohan Wagemans","2019","http://link.springer.com/article/10.1007/s10803-019-04194-8","Article"
"Cognitive modeling in perspective","Kognitionswissenschaft","","8","1","10.1007/BF03354931","Herbert A. SimonDieter Wallach","1999","http://link.springer.com/article/10.1007/BF03354931","Article"
"Tools for the Strategic Analysis","Toolbox for Marketing and Management","","","","10.1007/978-3-030-13823-3_4","Ralf T. Kreutzer","2019","http://link.springer.com/chapter/10.1007/978-3-030-13823-3_4","Chapter"
"Cognitive Skills in Medicine","Catheter-Based Cardiovascular Interventions","","","","10.1007/978-3-642-27676-7_7","Halszka Jarodzka Ph.D.Henny P. A. Boshuizen Ph.D.Paul A. Kirschner Ph.D.","2013","http://link.springer.com/chapter/10.1007/978-3-642-27676-7_7","Chapter"
"Investigating the Promotional Effect of Green Signals in Sponsored Search Advertising Using Bayesian Parameter Estimation","Information Technology in Environmental Engineering","","","","10.1007/978-3-642-36011-4_3","Tobias Blask","2014","http://link.springer.com/chapter/10.1007/978-3-642-36011-4_3","Chapter"
"Readers of Chinese extract semantic information from parafoveal words","Psychonomic Bulletin & Review","","16","3","10.3758/PBR.16.3.561","Ming YanEike M. RichterHua ShuReinhold Kliegl","2009","http://link.springer.com/article/10.3758/PBR.16.3.561","Article"
"Biais attentionnel chez le patient douloureux chronique. Nature, évaluation et intérêts clinique et thérapeutique","Douleur et Analgésie","","29","1","10.1007/s11724-016-0453-4","V. Quistrebert-DavanneJ. -J. LabatJ. Nizard","2016","http://link.springer.com/article/10.1007/s11724-016-0453-4","Article"
"Embodied Active Vision in Language Learning and Grounding","Attention in Cognitive Systems. Theories and Systems from an Interdisciplinary Viewpoint","","","","10.1007/978-3-540-77343-6_5","Chen Yu","2007","http://link.springer.com/chapter/10.1007/978-3-540-77343-6_5","Chapter"
"Neuroanatomical Disorders of Attention Affecting Sensory Selection","The Neuropsychology of Attention","","","","10.1007/978-1-4419-7463-1_9","Ronald A. Cohen","1993","http://link.springer.com/chapter/10.1007/978-1-4419-7463-1_9","Chapter"
"Selected Abstracts from the National Congress of the Italian Society of Hypertension (SIIA 2009): 2009 October 1–4, Rome, Italy","High Blood Pressure & Cardiovascular Prevention","","16","3","10.2165/11316990-000000000-00000","","2009","http://link.springer.com/article/10.2165/11316990-000000000-00000","Article"
"Spatial and Temporal Dynamics of Attention","The Neuropsychology of Attention","","","","10.1007/978-0-387-72639-7_25","Ronald A. Cohen PhD, ABPP, ABCN","2014","http://link.springer.com/chapter/10.1007/978-0-387-72639-7_25","Chapter"
"Applications of Dynamic Human Reliability Analysis (dHRA) for Context Aware Operations","Advances in Human Error, Reliability, Resilience, and Performance","","","","10.1007/978-3-319-94391-6_14","Roger LewRonald L. BoringThomas A. Ulrich","2019","http://link.springer.com/chapter/10.1007/978-3-319-94391-6_14","Chapter"
"Identifying decision strategies: A process- and outcome-based classification method","Behavior Research Methods","","40","3","10.3758/BRM.40.3.795","René RiedlEduard BrandstätterFriedrich Roithmayr","2008","http://link.springer.com/article/10.3758/BRM.40.3.795","Article"
"Trends in retail pricing: A consumer perspective","Journal of Revenue and Pricing Management","","16","2","10.1057/rpm.2016.35","Ian YeomanCarol WheatleyUna McMahon-Beattie","2017","http://link.springer.com/article/10.1057/rpm.2016.35","Article"
"An adaptively emerging mechanism for context-aware service selections regulated by feedback distributions","Human-centric Computing and Information Sciences","","2","1","10.1186/2192-1962-2-15","Yishui ZhuQun Jin","2012","http://link.springer.com/article/10.1186/2192-1962-2-15","Article"
"Reevaluating split-fovea processing in word recognition: Hemispheric dominance, retinal location, and the word-nonword effect","Cognitive, Affective, & Behavioral Neuroscience","","9","1","10.3758/CABN.9.1.113","Timothy R. JordanKevin B. PatersonStoyan Kurtev","2009","http://link.springer.com/article/10.3758/CABN.9.1.113","Article"
"Commercial Aquaponics: A Long Road Ahead","Aquaponics Food Production Systems","","","","10.1007/978-3-030-15943-6_18","Maja TurnšekRolf MorgensternIris SchröterMarcus MergenthalerSilke HüttelMichael Leyer","2019","http://link.springer.com/chapter/10.1007/978-3-030-15943-6_18","Chapter"
"Creative Media Use Increases Online Sharing of Your Ad (but Seems Less Effective for Your Brand)","Advances in Advertising Research (Vol. VI)","","","","10.1007/978-3-658-10558-7_23","Dr. Jiska EelenMs Roxana Seiler","2016","http://link.springer.com/chapter/10.1007/978-3-658-10558-7_23","Chapter"
"The role of saccades in multitasking: towards an output-related view of eye movements","Psychological Research","","75","6","10.1007/s00426-011-0352-5","Lynn Huestegge","2011","http://link.springer.com/article/10.1007/s00426-011-0352-5","Article"
"Socially Compatible Technology Design","Socio-technical Design of Ubiquitous Computing Systems","","","","10.1007/978-3-319-05044-7_10","Alexander RoßnagelSilke JandtKurt Geihs","2014","http://link.springer.com/chapter/10.1007/978-3-319-05044-7_10","Chapter"
"Exploring the Characteristics of Secret Eye Movements During Fixation: a New Approach of Chaotic Time Series","Basic and Clinical Applications of Vision Science","","","","10.1007/978-94-011-5698-1_28","Ronald A. SchuchardJung Min Lim","1997","http://link.springer.com/chapter/10.1007/978-94-011-5698-1_28","Chapter"
"Response Mixture Modeling: Accounting for Heterogeneity in Item Characteristics across Response Times","Psychometrika","","83","2","10.1007/s11336-017-9602-9","Dylan MolenaarPaul de Boeck","2018","http://link.springer.com/article/10.1007/s11336-017-9602-9","Article"
"Making Recommendations for Decision Processes Based on Aggregated Decision Data Models","Business Information Systems","","","","10.1007/978-3-642-30359-3_24","Razvan PetruselPaula Ligia Stanciu","2012","http://link.springer.com/chapter/10.1007/978-3-642-30359-3_24","Chapter"
"Message size constraints on discourse planning in synchronous computer-mediated communication","Behavior Research Methods, Instruments, & Computers","","30","2","10.3758/BF03200653","Claude G. ČechSherri L. Condon","1998","http://link.springer.com/article/10.3758/BF03200653","Article"
"Empirical Insights, Quantitative Models and Software Applications for Master Category Planning","Retail Category Management","","","","10.1007/978-3-642-22477-5_3","Dr. Alexander Hübner","2011","http://link.springer.com/chapter/10.1007/978-3-642-22477-5_3","Chapter"
"Cognitive Reappraisal and Expressive Suppression of Negative Emotion in Combat-Related Posttraumatic Stress Disorder: A Functional MRI Study","Cognitive Therapy and Research","","43","1","10.1007/s10608-018-9905-x","Oisin ButlerGerd WillmundTobias GleichPeter ZimmermannUlman LindenbergerJürgen GallinatSimone Kühn","2019","http://link.springer.com/article/10.1007/s10608-018-9905-x","Article"
"From recognition to decisions: Extending and testing recognition-based models for multialternative inference","Psychonomic Bulletin & Review","","17","3","10.3758/PBR.17.3.287","Julian N. MarewskiWolfgang GaissmaierLael J. SchoolerDaniel G. GoldsteinGerd Gigerenzer","2010","http://link.springer.com/article/10.3758/PBR.17.3.287","Article"
"Retail Analytics","Essentials of Business Analytics","","","","10.1007/978-3-319-68837-4_18","Ramandeep S. Randhawa","2019","http://link.springer.com/chapter/10.1007/978-3-319-68837-4_18","Chapter"
"Estimating Human State from Simulated Assisted Driving with Stochastic Filtering Techniques","Advances in Human Factors in Simulation and Modeling","","","","10.1007/978-3-319-94223-0_11","Gregory M. GremillionDaniel DonavanikCatherine E. NeubauerJustin D. BrodyKristin E. Schaefer","2019","http://link.springer.com/chapter/10.1007/978-3-319-94223-0_11","Chapter"
"Control of voluntary and reflexive saccades in Parkinson’s disease","Experimental Brain Research","","129","1","10.1007/s002210050934","K. A. BriandDaniel StrallowWayne HeningHoward PoiznerAnne B. Sereno","1999","http://link.springer.com/article/10.1007/s002210050934","Article"
"Commentary","Responsive Open Learning Environments","","","","10.1007/978-3-319-02399-1_9","Sylvana KroopAlexander MikroyannidisMartin Wolpers","2015","http://link.springer.com/chapter/10.1007/978-3-319-02399-1_9","Chapter"
"A case study of gesture expressivity breaks","Language Resources and Evaluation","","41","3 - 4","10.1007/s10579-007-9051-7","Nicolas Ech ChafaiCatherine PelachaudDanielle Pelé","2007","http://link.springer.com/article/10.1007/s10579-007-9051-7","Article"
